batting_team,bowling_team,venue,runs_left,ball_left,wicket_left,crr,rrr,result
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,221,119,10,6.0,11.14,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,220,118,10,6.0,11.19,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,220,117,10,4.0,11.28,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,219,116,10,4.5,11.33,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,218,115,10,4.8,11.37,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,218,114,10,4.0,11.47,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,218,113,10,3.43,11.58,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,218,113,9,3.43,11.58,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,218,112,9,3.0,11.68,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,214,111,9,5.33,11.57,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,213,110,9,5.4,11.62,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,213,109,9,4.91,11.72,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,213,108,9,4.5,11.83,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,213,107,9,4.15,11.94,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,213,106,8,3.86,12.06,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,212,105,8,4.0,12.11,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,212,104,8,3.75,12.23,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,211,103,8,3.88,12.29,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,211,102,8,3.67,12.41,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,210,101,8,3.79,12.48,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,208,101,8,4.42,12.36,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,207,100,8,4.5,12.42,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,207,99,8,4.29,12.55,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,206,98,8,4.36,12.61,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,206,97,8,4.17,12.74,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,206,96,8,4.0,12.88,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,205,95,8,4.08,12.95,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,204,94,8,4.15,13.02,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,204,93,8,4.0,13.16,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,198,92,8,5.14,12.91,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,198,91,7,4.97,13.05,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,198,90,7,4.8,13.2,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,198,89,7,4.65,13.35,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,198,88,6,4.5,13.5,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,198,87,6,4.36,13.66,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,197,86,6,4.41,13.74,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,196,85,6,4.46,13.84,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,196,84,6,4.33,14.0,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,196,83,6,4.22,14.17,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,196,82,6,4.11,14.34,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,195,81,6,4.15,14.44,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,194,80,6,4.2,14.55,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,193,79,6,4.24,14.66,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,193,78,6,4.14,14.85,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,193,77,6,4.05,15.04,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,189,76,6,4.5,14.92,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,188,77,6,4.74,14.65,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,187,76,6,4.77,14.76,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,186,75,6,4.8,14.88,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,184,74,6,4.96,14.92,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,184,73,5,4.85,15.12,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,184,72,5,4.75,15.33,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,184,71,5,4.65,15.55,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,184,70,4,4.56,15.77,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,184,69,4,4.47,16.0,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,183,68,4,4.5,16.15,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,182,67,4,4.53,16.3,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,181,66,4,4.56,16.45,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,179,65,4,4.69,16.52,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,179,64,3,4.61,16.78,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,178,65,3,4.8,16.43,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,178,64,3,4.71,16.69,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,178,63,3,4.63,16.95,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,177,62,3,4.66,17.13,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,176,61,3,4.68,17.31,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,172,60,3,5.0,17.2,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,171,59,3,5.02,17.39,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,171,59,3,5.02,17.39,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,171,58,3,4.94,17.69,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,171,57,3,4.86,18.0,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,170,56,3,4.88,18.21,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,166,55,3,5.17,18.11,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,166,54,3,5.09,18.44,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,165,53,2,5.1,18.68,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,165,52,2,5.03,19.04,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,165,51,2,4.96,19.41,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,164,50,2,4.97,19.68,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,164,49,2,4.9,20.08,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,163,48,2,4.92,20.38,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,157,47,2,5.34,20.04,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,155,46,2,5.43,20.22,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,154,45,2,5.44,20.53,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,153,44,2,5.45,20.86,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,153,43,2,5.38,21.35,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,153,42,2,5.31,21.86,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,152,41,2,5.32,22.24,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,152,41,1,5.32,22.24,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,151,40,1,5.32,22.65,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,151,39,1,5.26,23.23,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,151,38,1,5.2,23.84,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,151,37,1,5.13,24.49,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,145,36,1,5.5,24.17,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,144,35,1,5.51,24.69,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,144,34,1,5.44,25.41,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,144,33,1,5.38,26.18,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,143,32,1,5.39,26.81,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,142,31,1,5.39,27.48,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,141,30,1,5.4,28.2,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,141,29,1,5.34,29.17,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,140,29,1,5.41,28.97,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,140,28,0,5.35,30.0,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,236,119,10,24.0,11.9,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,236,118,10,12.0,12.0,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,236,117,10,8.0,12.1,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,235,116,10,7.5,12.16,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,235,115,10,6.0,12.26,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,231,114,10,9.0,12.16,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,230,113,10,8.57,12.21,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,230,112,10,7.5,12.32,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,229,111,10,7.33,12.38,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,229,110,10,6.6,12.49,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,225,109,10,8.18,12.39,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,224,108,10,8.0,12.44,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,223,107,10,7.85,12.5,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,219,106,10,9.0,12.4,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,219,105,10,8.4,12.51,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,215,104,10,9.38,12.4,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,214,103,10,9.18,12.47,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,213,102,10,9.0,12.53,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,213,101,10,8.53,12.65,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,213,100,10,8.1,12.78,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,212,99,10,8.0,12.85,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,211,98,10,7.91,12.92,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,209,97,10,8.09,12.93,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,203,96,10,9.25,12.69,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,203,95,10,8.88,12.82,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,203,94,10,8.54,12.96,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,202,93,10,8.44,13.03,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,201,92,10,8.36,13.11,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,197,91,10,8.9,12.99,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,193,90,10,9.4,12.87,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,192,89,10,9.29,12.94,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,186,88,10,10.12,12.68,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,185,87,10,10.0,12.76,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,184,86,10,9.88,12.84,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,184,85,10,9.6,12.99,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,184,84,9,9.33,13.14,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,183,83,9,9.24,13.23,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,177,82,9,9.95,12.95,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,176,83,9,10.38,12.72,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,175,82,9,10.26,12.8,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,174,81,9,10.15,12.89,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,173,80,9,10.05,12.97,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,172,79,9,9.95,13.06,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,171,78,9,9.86,13.15,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,167,77,9,10.19,13.01,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,163,76,9,10.5,12.87,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,162,75,9,10.4,12.96,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,161,74,9,10.3,13.05,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,157,73,9,10.6,12.9,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,156,72,9,10.5,13.0,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,152,71,9,10.78,12.85,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,148,70,9,11.04,12.69,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,147,69,9,10.94,12.78,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,146,68,9,10.85,12.88,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,145,67,9,10.75,12.99,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,144,66,9,10.67,13.09,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,143,65,9,10.58,13.2,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,142,65,9,10.69,13.11,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,136,64,9,11.14,12.75,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,136,63,9,10.95,12.95,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,135,62,9,10.86,13.06,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,131,61,9,11.08,12.89,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,130,60,9,11.0,13.0,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,129,59,9,10.92,13.12,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,129,58,8,10.74,13.34,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,128,57,8,10.67,13.47,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,127,56,8,10.59,13.61,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,126,55,8,10.52,13.75,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,125,54,8,10.45,13.89,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,124,53,8,10.39,14.04,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,118,52,8,10.76,13.62,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,114,51,8,10.96,13.41,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,114,50,8,10.8,13.68,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,114,49,8,10.65,13.96,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,113,48,8,10.58,14.12,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,112,47,8,10.52,14.3,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,106,46,8,10.86,13.83,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,105,45,8,10.8,14.0,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,104,44,8,10.74,14.18,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,100,43,8,10.91,13.95,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,99,42,8,10.85,14.14,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,98,41,8,10.78,14.34,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,97,40,8,10.72,14.55,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,96,39,8,10.67,14.77,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,94,38,8,10.68,14.84,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,88,37,8,10.99,14.27,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,88,36,8,10.86,14.67,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,88,35,8,10.73,15.09,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,87,35,8,10.8,14.91,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,87,34,7,10.67,15.35,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,83,33,7,10.83,15.09,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,82,32,7,10.77,15.38,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,81,31,7,10.72,15.68,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,75,30,7,11.0,15.0,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,73,29,7,11.01,15.1,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,72,28,7,10.96,15.43,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,68,27,7,11.1,15.11,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,67,26,7,11.04,15.46,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,66,25,7,10.99,15.84,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,64,24,7,11.0,16.0,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,63,23,7,10.95,16.43,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,62,22,7,10.9,16.91,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,61,21,7,10.85,17.43,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,57,20,7,10.98,17.1,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,56,19,7,10.93,17.68,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,54,18,7,10.94,18.0,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,53,17,7,10.89,18.71,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,52,16,7,10.85,19.5,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,50,15,7,10.86,20.0,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,50,14,6,10.75,21.43,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,49,13,6,10.71,22.62,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,49,12,6,10.61,24.5,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,48,11,6,10.57,26.18,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,47,10,6,10.53,28.2,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,46,9,6,10.49,30.67,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,45,8,6,10.45,33.75,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,43,7,6,10.46,36.86,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,42,6,6,10.42,42.0,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,41,5,6,10.38,49.2,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,40,4,6,10.34,60.0,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,40,3,6,10.26,80.0,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,34,2,6,10.47,102.0,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,33,1,6,10.44,198.0,0
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,33,0,6,10.35,0.0,0
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,129,119,10,0.0,6.5,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,129,118,10,0.0,6.56,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,129,117,10,0.0,6.62,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,129,116,10,0.0,6.67,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,125,115,10,4.8,6.52,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,121,114,10,8.0,6.37,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,117,113,10,10.29,6.21,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,113,112,10,12.0,6.05,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,109,111,10,13.33,5.89,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,109,110,9,12.0,5.95,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,109,109,9,10.91,6.0,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,108,108,9,10.5,6.0,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,108,107,9,9.69,6.06,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,108,107,9,9.69,6.06,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,104,106,9,10.71,5.89,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,104,105,9,10.0,5.94,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,103,104,9,9.75,5.94,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,103,103,9,9.18,6.0,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,103,102,9,8.67,6.06,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,102,101,9,8.53,6.06,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,102,100,9,8.1,6.12,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,98,99,9,8.86,5.94,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,97,98,9,8.73,5.94,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,93,97,9,9.39,5.75,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,93,96,9,9.0,5.81,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,93,95,9,8.64,5.87,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,92,94,9,8.54,5.87,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,86,93,9,9.56,5.55,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,82,92,9,10.07,5.35,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,82,91,9,9.72,5.41,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,81,90,9,9.6,5.4,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,81,89,9,9.29,5.46,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,80,88,9,9.19,5.45,1
