batting_team,bowling_team,venue,runs_left,ball_left,wicket_left,crr,rrr,result
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,85,53,4,10.3,9.62,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,84,52,4,10.24,9.69,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,84,51,3,10.09,9.88,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,83,50,3,10.03,9.96,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,83,49,2,9.89,10.16,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,82,48,2,9.83,10.25,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,81,47,2,9.78,10.34,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,80,46,2,9.73,10.43,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,80,45,2,9.6,10.67,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,79,44,2,9.55,10.77,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,79,43,2,9.43,11.02,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,75,42,2,9.62,10.71,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,75,41,2,9.49,10.98,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,74,40,2,9.45,11.1,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,73,39,2,9.41,11.23,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,72,38,2,9.37,11.37,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,72,37,1,9.25,11.68,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,72,36,1,9.14,12.0,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,71,35,1,9.11,12.17,0
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,71,34,0,9.0,12.53,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,213,119,10,0.0,10.74,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,212,118,10,3.0,10.78,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,212,117,10,2.0,10.87,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,211,116,10,3.0,10.91,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,210,115,10,3.6,10.96,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,210,114,10,3.0,11.05,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,206,113,10,6.0,10.94,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,202,113,10,9.43,10.73,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,201,112,10,9.0,10.77,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,197,111,10,10.67,10.65,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,197,110,10,9.6,10.75,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,193,109,10,10.91,10.62,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,193,108,10,10.0,10.72,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,192,107,10,9.69,10.77,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,192,106,10,9.0,10.87,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,191,105,10,8.8,10.91,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,191,104,10,8.25,11.02,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,190,103,10,8.12,11.07,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,186,102,10,9.0,10.94,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,182,101,10,9.79,10.81,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,181,100,10,9.6,10.86,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,181,99,10,9.14,10.97,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,180,98,10,9.0,11.02,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,174,97,10,10.17,10.76,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,173,96,10,10.0,10.81,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,173,95,9,9.6,10.93,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,172,94,9,9.46,10.98,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,171,93,9,9.33,11.03,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,171,92,8,9.0,11.15,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,170,91,8,8.9,11.21,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,169,90,8,8.8,11.27,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,165,89,8,9.29,11.12,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,164,88,8,9.19,11.18,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,160,87,8,9.64,11.03,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,160,86,8,9.35,11.16,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,159,85,8,9.26,11.22,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,158,84,8,9.17,11.29,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,158,83,8,8.92,11.42,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,158,82,8,8.68,11.56,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,157,81,8,8.62,11.63,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,156,80,8,8.55,11.7,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,155,79,8,8.49,11.77,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,154,78,8,8.43,11.85,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,153,77,8,8.37,11.92,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,152,76,8,8.32,12.0,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,151,75,8,8.27,12.08,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,150,74,8,8.22,12.16,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,150,73,8,8.04,12.33,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,148,72,8,8.12,12.33,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,148,71,8,7.96,12.51,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,148,70,8,7.8,12.69,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,147,69,8,7.76,12.78,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,146,68,8,7.73,12.88,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,145,67,8,7.7,12.99,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,144,66,8,7.67,13.09,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,143,65,8,7.64,13.2,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,141,65,8,7.85,13.02,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,140,64,8,7.82,13.12,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,139,63,8,7.79,13.24,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,138,62,7,7.76,13.35,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,138,61,6,7.63,13.57,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,137,60,6,7.6,13.7,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,137,59,6,7.48,13.93,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,136,59,6,7.57,13.83,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,136,58,6,7.45,14.07,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,132,57,6,7.71,13.89,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,131,56,6,7.69,14.04,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,130,55,6,7.66,14.18,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,129,54,6,7.64,14.33,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,127,53,6,7.7,14.38,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,127,52,6,7.59,14.65,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,127,51,5,7.48,14.94,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,126,50,5,7.46,15.12,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,126,49,5,7.35,15.43,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,126,48,5,7.25,15.75,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,126,47,5,7.15,16.09,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,125,46,5,7.14,16.3,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,124,45,5,7.12,16.53,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,123,44,5,7.11,16.77,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,123,43,5,7.01,17.16,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,119,42,5,7.23,17.0,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,113,41,5,7.59,16.54,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,113,40,5,7.5,16.95,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,111,39,5,7.56,17.08,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,110,38,5,7.54,17.37,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,110,37,4,7.45,17.84,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,109,36,4,7.43,18.17,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,109,35,4,7.34,18.69,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,108,34,4,7.33,19.06,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,107,33,4,7.31,19.45,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,106,32,4,7.3,19.88,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,105,31,4,7.28,20.32,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,105,30,4,7.2,21.0,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,104,29,4,7.19,21.52,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,103,28,4,7.17,22.07,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,99,27,4,7.35,22.0,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,98,26,4,7.34,22.62,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,92,25,4,7.64,22.08,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,92,24,4,7.56,23.0,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,86,23,4,7.86,22.43,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,85,22,4,7.84,23.18,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,84,21,4,7.82,24.0,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,82,20,4,7.86,24.6,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,80,19,4,7.9,25.26,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,79,18,4,7.88,26.33,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,78,17,4,7.86,27.53,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,78,16,4,7.79,29.25,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,78,15,3,7.71,31.2,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,77,14,3,7.7,33.0,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,76,13,3,7.68,35.08,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,76,12,2,7.61,38.0,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,70,11,2,7.87,38.18,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,68,10,2,7.91,40.8,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,67,9,2,7.89,44.67,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,66,8,2,7.88,49.5,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,60,7,2,8.12,51.43,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,59,6,2,8.11,59.0,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,58,5,2,8.09,69.6,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,56,5,2,8.19,67.2,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,52,4,2,8.33,78.0,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,52,3,2,8.26,104.0,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,46,2,2,8.49,138.0,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,46,1,2,8.42,276.0,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,46,0,2,8.35,0.0,0
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,159,119,10,6.0,8.02,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,159,118,10,3.0,8.08,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,159,117,9,2.0,8.15,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,159,116,9,1.5,8.22,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,159,115,9,1.2,8.3,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,159,114,9,1.0,8.37,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,159,113,9,0.86,8.44,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,157,112,9,2.25,8.41,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,157,111,9,2.0,8.49,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,153,110,9,4.2,8.35,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,152,109,9,4.36,8.37,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,151,108,9,4.5,8.39,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,147,107,9,6.0,8.24,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,147,106,9,5.57,8.32,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,146,105,9,5.6,8.34,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,146,104,9,5.25,8.42,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,146,103,9,4.94,8.5,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,145,102,9,5.0,8.53,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,145,101,9,4.74,8.61,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,145,100,9,4.5,8.7,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,141,99,9,5.43,8.55,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,137,98,9,6.27,8.39,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,133,97,9,7.04,8.23,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,133,96,9,6.75,8.31,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,133,95,9,6.48,8.4,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,129,94,9,7.15,8.23,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,129,93,9,6.89,8.32,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,125,92,9,7.5,8.15,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,121,91,9,8.07,7.98,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,120,90,9,8.0,8.0,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,116,89,9,8.52,7.82,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,115,88,9,8.44,7.84,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,114,87,9,8.36,7.86,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,113,86,9,8.29,7.88,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,113,85,9,8.06,7.98,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,107,84,9,8.83,7.64,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,107,83,9,8.59,7.73,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,107,82,9,8.37,7.83,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,101,81,9,9.08,7.48,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,100,80,9,9.0,7.5,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,100,79,9,8.78,7.59,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,98,78,9,8.86,7.54,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,98,77,9,8.65,7.64,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,97,76,9,8.59,7.66,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,93,75,9,8.93,7.44,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,92,74,9,8.87,7.46,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,92,73,9,8.68,7.56,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,92,72,9,8.5,7.67,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,91,71,9,8.45,7.69,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,90,70,9,8.4,7.71,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,90,69,9,8.24,7.83,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,90,68,8,8.08,7.94,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,89,67,8,8.04,7.97,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,83,66,8,8.56,7.55,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,82,65,8,8.51,7.57,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,78,64,8,8.79,7.31,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,77,63,8,8.74,7.33,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,76,62,8,8.69,7.35,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,75,61,8,8.64,7.38,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,74,60,8,8.6,7.4,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,73,59,8,8.56,7.42,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,72,59,8,8.66,7.32,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,72,58,8,8.52,7.45,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,71,57,8,8.48,7.47,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,70,56,8,8.44,7.5,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,70,55,8,8.31,7.64,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,70,54,8,8.18,7.78,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,66,53,8,8.42,7.47,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,66,52,8,8.29,7.62,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,65,51,8,8.26,7.65,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,65,50,8,8.14,7.8,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,64,49,8,8.11,7.84,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,63,48,8,8.08,7.88,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,59,47,8,8.3,7.53,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,58,46,8,8.27,7.57,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,58,45,7,8.16,7.73,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,56,44,7,8.21,7.64,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,54,43,7,8.26,7.53,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,50,42,7,8.46,7.14,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,49,41,7,8.43,7.17,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,47,40,7,8.48,7.05,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,47,39,7,8.37,7.23,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,46,38,7,8.34,7.26,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,45,37,7,8.31,7.3,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,44,36,7,8.29,7.33,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,42,35,7,8.33,7.2,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,41,34,7,8.3,7.24,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,41,33,7,8.21,7.45,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,40,32,7,8.18,7.5,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,40,31,7,8.09,7.74,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,39,30,7,8.07,7.8,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,37,29,7,8.11,7.66,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,37,28,7,8.02,7.93,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,36,27,7,8.0,8.0,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,36,26,7,7.91,8.31,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,35,25,7,7.89,8.4,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,34,24,7,7.88,8.5,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,33,23,7,7.86,8.61,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,32,22,7,7.84,8.73,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,26,21,7,8.12,7.43,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,25,20,7,8.1,7.5,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,19,19,7,8.38,6.0,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,18,18,7,8.35,6.0,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,17,17,7,8.33,6.0,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,15,16,7,8.37,5.62,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,11,15,7,8.51,4.4,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,10,14,7,8.49,4.29,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,10,13,7,8.41,4.62,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,9,12,7,8.39,4.5,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,7,11,7,8.42,3.82,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,6,10,7,8.4,3.6,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,5,9,7,8.38,3.33,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,4,8,7,8.36,3.0,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,3,7,7,8.34,2.57,1
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,-3,6,7,8.58,-3.0,1
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,192,119,10,6.0,9.68,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,192,118,10,3.0,9.76,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,192,117,10,2.0,9.85,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,192,116,10,1.5,9.93,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,191,115,10,2.4,9.97,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,191,114,9,2.0,10.05,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,191,113,9,1.71,10.14,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,190,113,9,2.57,10.09,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,186,112,9,5.25,9.96,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,183,111,9,6.67,9.89,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,179,110,9,8.4,9.76,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,179,109,8,7.64,9.85,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,175,108,8,9.0,9.72,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,174,107,8,8.77,9.76,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,174,106,8,8.14,9.85,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,173,105,8,8.0,9.89,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,172,104,8,7.88,9.92,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,171,103,8,7.76,9.96,0
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,171,102,8,7.33,10.06,0
